,RT_vaccine_P0,prop_vaccine_RTs_P0,frequency_days_P0,nb_mentors_provax_P0,nb_mentors_antivax_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_vaccine_P1,prop_vaccine_RTs_P1,frequency_days_P1,nb_mentors_provax_P1,nb_mentors_antivax_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_vaccine_P2,prop_vaccine_RTs_P2,frequency_days_P2,nb_mentors_provax_P2,nb_mentors_antivax_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_vaccine_P3,prop_vaccine_RTs_P3,frequency_days_P3,nb_mentors_provax_P3,nb_mentors_antivax_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_vaccine_P4,prop_vaccine_RTs_P4,frequency_days_P4,nb_mentors_provax_P4,nb_mentors_antivax_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_vaccine_P5,prop_vaccine_RTs_P5,frequency_days_P5,nb_mentors_provax_P5,nb_mentors_antivax_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_vaccine_P6,prop_vaccine_RTs_P6,frequency_days_P6,nb_mentors_provax_P6,nb_mentors_antivax_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_vaccine_P7,prop_vaccine_RTs_P7,frequency_days_P7,nb_mentors_provax_P7,nb_mentors_antivax_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_vaccine_P8,prop_vaccine_RTs_P8,frequency_days_P8,nb_mentors_provax_P8,nb_mentors_antivax_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_vaccine_P9,prop_vaccine_RTs_P9,frequency_days_P9,nb_mentors_provax_P9,nb_mentors_antivax_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_vaccine_P10,prop_vaccine_RTs_P10,frequency_days_P10,nb_mentors_provax_P10,nb_mentors_antivax_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_vaccine_P11,prop_vaccine_RTs_P11,frequency_days_P11,nb_mentors_provax_P11,nb_mentors_antivax_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_vaccine_P12,prop_vaccine_RTs_P12,frequency_days_P12,nb_mentors_provax_P12,nb_mentors_antivax_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_vaccine_P13,prop_vaccine_RTs_P13,frequency_days_P13,nb_mentors_provax_P13,nb_mentors_antivax_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_vaccine_P14,prop_vaccine_RTs_P14,frequency_days_P14,nb_mentors_provax_P14,nb_mentors_antivax_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S221V,6.0,0.0135135135135135,0.2068965517241379,1.0,0.0,0.0,0.3258731773482536,0.0003026229048516,6.0,0.0143540669856459,0.2068965517241379,1.0,0.0,0.0,0.3153621305618707,0.0003949779148867,4.0,0.010443864229765,0.1379310344827586,2.0,0.0,0.0,0.3075192802056555,0.0004445098573668,4.0,0.0115942028985507,0.1034482758620689,2.0,0.0,0.0,0.3060019678583142,0.0005274187829313,7.0,0.0220125786163522,0.1724137931034483,1.0,0.0,0.0,0.2926368785399622,0.000812214208119,6.0,0.0186915887850467,0.1724137931034483,1.0,0.0,0.0,0.2757023772769373,0.0009311593102947,2.0,0.0060790273556231,0.0689655172413793,1.0,0.0,0.0,0.2410614525139665,0.0005539685401363,1.0,0.0031847133757961,0.0344827586206896,1.0,0.0,0.0,0.2343836373687119,0.0004187964683378,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0033557046979865,0.0344827586206896,1.0,0.0,0.0,0.2329693187727509,0.0003014161783408,3.0,0.0108695652173913,0.1034482758620689,1.0,0.0,0.0,0.2316252587991718,0.0005266410742186,2.0,0.0080971659919028,0.0689655172413793,1.0,0.0,0.0,0.2635475273911756,0.0004133343864268,1.0,0.0066225165562913,0.0344827586206896,1.0,0.0,0.0,0.2641590737730867,0.0003867820195263
S972V,44.0,0.0293333333333333,0.6896551724137931,0.0,5.0,0.0,0.3373113373113373,0.0003044478672543,58.0,0.0313852813852813,0.8275862068965517,0.0,7.0,0.0,0.3384454513767863,0.0003816380858793,64.0,0.0358945597307908,0.8620689655172413,0.0,6.0,0.0,0.3379237288135593,0.0004803723081743,47.0,0.0343316289262235,0.7586206896551724,0.0,4.0,0.000174905028794,0.3391494002181025,0.0004065024876926,53.0,0.0404580152671755,0.7586206896551724,0.0,6.0,0.0004549219724226,0.3436807095343681,0.0004619225375699,53.0,0.0320048309178744,0.7931034482758621,0.0,6.0,0.0002056794035943,0.3511600471883602,0.0005470608776157,31.0,0.0145882352941176,0.5862068965517241,0.0,6.0,0.0001803050475071,0.348546042003231,0.0004457476962925,24.0,0.0123140071831708,0.4482758620689655,0.0,4.0,0.0002046420331818,0.314540059347181,0.0003718535279886,21.0,0.0114942528735632,0.4482758620689655,0.0,4.0,0.0002006713968497,0.3355290242898312,0.0003541489639609,26.0,0.0131379484588175,0.5172413793103449,0.0,6.0,0.0084360639769278,0.3715097018457169,0.0004053924596259,29.0,0.0157352143244709,0.5517241379310345,0.0,6.0,0.0,0.3577270770555316,0.000423504176261,27.0,0.0158264947245017,0.5517241379310345,0.0,5.0,0.0026388281707572,0.333085501858736,0.0003628850694349,19.0,0.0120942075111394,0.4827586206896552,0.0,3.0,0.0,0.3264040846097739,0.0002971829571926,28.0,0.0159817351598173,0.5517241379310345,0.0,4.0,0.0011242693463622,0.3275671696724328,0.0003564050944323,20.0,0.0188857412653446,0.3448275862068966,0.0,3.0,0.0013001620760741,0.3152590483839873,0.0004252778281123
S952V,159.0,0.0953809238152369,0.8275862068965517,0.0,9.0,0.0,0.3394560226068527,0.0006889340995467,60.0,0.0898203592814371,0.5517241379310345,0.0,7.0,0.0,0.3363352961551784,0.0003873581677893,42.0,0.0641221374045801,0.5172413793103449,0.0,6.0,0.0,0.3381625441696113,0.0003689915158652,63.0,0.0760869565217391,0.6551724137931034,0.0,8.0,0.0,0.3438997419830446,0.0004981035140293,54.0,0.0795287187039764,0.4827586206896552,0.0,9.0,0.0007774204119961,0.3446997776130467,0.0004728587034697,36.0,0.0610169491525423,0.3793103448275862,0.0,8.0,0.0014048747093439,0.3517132729421032,0.0004265089813815,33.0,0.0496987951807228,0.3793103448275862,0.0,6.0,0.0002533355390264,0.348546042003231,0.0004499209854094,39.0,0.0476772616136919,0.4482758620689655,0.0,6.0,0.0008279770063328,0.355108877721943,0.0004710800253365,39.0,0.046594982078853,0.5172413793103449,0.0,6.0,0.0011487732299895,0.3607791057990261,0.0004713584176772,27.0,0.0380818053596615,0.4482758620689655,0.0,3.0,0.0,0.3683716564992961,0.000396126347884,15.0,0.0375,0.2413793103448276,0.0,3.0,0.0,0.3537675606641124,0.0003003863787217,39.0,0.0958230958230958,0.2758620689655172,0.0,4.0,0.0,0.3323442136498516,0.000440634216549,54.0,0.1179039301310043,0.3448275862068966,0.0,3.0,0.0,0.331973293768546,0.0005152621210063,30.0,0.1132075471698113,0.2413793103448276,0.0,3.0,0.0,0.3458997279440342,0.0003597122897836,10.0,0.1176470588235294,0.1034482758620689,0.0,3.0,0.0,0.3526505697405309,0.0003057320910485
S166V,18.0,0.0947368421052631,0.4482758620689655,3.0,0.0,0.0,0.3531789783167953,0.0006141404185767,10.0,0.0980392156862745,0.3103448275862069,4.0,0.0,0.0001546842773351,0.3469096105752054,0.0005721419759422,5.0,0.0793650793650793,0.1724137931034483,4.0,0.0,0.0019022623515601,0.3343815513626834,0.0005082022323852,4.0,0.0666666666666666,0.1034482758620689,1.0,0.0,0.0,0.2907447803053911,0.000534110620061,6.0,0.0606060606060606,0.1379310344827586,1.0,0.0,0.0,0.2926368785399622,0.0007192003324463,2.0,0.021505376344086,0.0344827586206896,1.0,0.0,0.0,0.2757023772769373,0.0004222432600311,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S460V,6.0,0.0068181818181818,0.2068965517241379,3.0,0.0,0.0,0.3557941503146982,0.0003178037689934,4.0,0.0054719562243502,0.1379310344827586,2.0,0.0,0.0,0.3301598095885753,0.000324012260954,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0027027027027027,0.0689655172413793,2.0,0.0,0.0004227745591142,0.2978859705317104,0.0003489607009202,2.0,0.0028328611898017,0.0689655172413793,2.0,0.0,0.0005019711340576,0.2843043616682585,0.0004093032031409,1.0,0.0014285714285714,0.0344827586206896,1.0,0.0,0.0,0.2012593283582089,0.0003027567260035,1.0,0.0013333333333333,0.0344827586206896,1.0,0.0,0.0,0.2532855436081243,0.0003497319193382,2.0,0.0026595744680851,0.0689655172413793,2.0,0.0,0.0009387687353571,0.2824956672443674,0.0005028826045484,1.0,0.0013774104683195,0.0344827586206896,1.0,0.0,0.0,0.2713446249567922,0.0003490047971754,1.0,0.0012406947890818,0.0344827586206896,1.0,0.0,0.0,0.2690191000323729,0.0003284907844709,3.0,0.0033594624860022,0.1034482758620689,3.0,0.0,0.0026623647791673,0.2955145118733509,0.0005553214134994,2.0,0.0024038461538461,0.0689655172413793,2.0,0.0,0.0007487836420662,0.2819785759294266,0.0003997813872442,2.0,0.0026315789473684,0.0689655172413793,2.0,0.0,0.0037476044530025,0.2782119412316349,0.0004066925717255,2.0,0.005050505050505,0.0689655172413793,2.0,0.0,0.0087088928240277,0.2929692021650367,0.0005646019773382
S330V,10.0,0.0058858151854031,0.2758620689655172,3.0,2.0,0.002148617463143,0.4600287218764959,0.0003047267358151,7.0,0.0038482682792743,0.2413793103448276,2.0,2.0,0.0036218217276485,0.4137196420962931,0.0003428532155171,4.0,0.0022598870056497,0.1379310344827586,2.0,2.0,0.0174007265744139,0.3619515885022693,0.0003292455017517,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0014265335235378,0.0689655172413793,2.0,0.0,0.00155906310127,0.2843043616682585,0.0003711548054536,4.0,0.0032813781788351,0.1379310344827586,3.0,0.0,0.001398648344672,0.2923441734417344,0.0006581070445185,2.0,0.0018034265103697,0.0689655172413793,2.0,0.0,0.0003389318479958,0.2678458622867972,0.0005330791139269,1.0,0.0007898894154818,0.0344827586206896,1.0,0.0,0.0,0.2676518883415435,0.0003331299111454,2.0,0.0013623978201634,0.0689655172413793,1.0,1.0,0.0114653003967918,0.2985926207683529,0.0003802272540407,1.0,0.0007288629737609,0.0344827586206896,0.0,1.0,0.0,0.2727272727272727,0.0001912522396678,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0010934937124111,0.0689655172413793,2.0,0.0,0.0007487836420662,0.2819785759294266,0.0003997813872442,2.0,0.0008722197993894,0.0689655172413793,2.0,0.0,0.0037476044530025,0.2782119412316349,0.0004066925717255,0.0,0.0,0.0,0.0,0.0,,,
S253V,5.0,0.0061957868649318,0.1379310344827586,1.0,0.0,0.0,0.2830633284241531,0.0003053494215328,4.0,0.0050697084917617,0.1034482758620689,1.0,0.0,0.0,0.2768748217850014,0.0003332655827654,4.0,0.0067911714770797,0.1034482758620689,1.0,0.0,0.0,0.2769097222222222,0.0004313528293782,1.0,0.0015174506828528,0.0344827586206896,1.0,0.0,0.0,0.2698871854208851,0.0002472854966864,1.0,0.0010471204188481,0.0344827586206896,1.0,0.0,0.0,0.2613827993254637,0.0002578743815458,1.0,0.0008510638297872,0.0344827586206896,1.0,0.0,0.0,0.2650638171564262,0.0002697151576488,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.001001001001001,0.0344827586206896,1.0,0.0,0.0,0.2581564776686728,0.00036742310544,1.0,0.0011123470522803,0.0344827586206896,1.0,0.0,0.0,0.2339791356184798,0.0004306624348968,2.0,0.0018281535648994,0.0689655172413793,1.0,0.0,0.0,0.2690191000323729,0.0004766931074033,2.0,0.0011682242990654,0.0689655172413793,1.0,0.0,0.0,0.2692307692307692,0.0004035438853794,2.0,0.0011098779134295,0.0689655172413793,1.0,0.0,0.0,0.273365913255956,0.0003575455642848,4.0,0.0026560424966799,0.1379310344827586,1.0,0.0,0.0,0.2730899048787972,0.0005286553840378,2.0,0.0026281208935611,0.0689655172413793,1.0,0.0,0.0,0.2654191170551389,0.000573035767746
S196V,26.0,0.0046461758398856,0.4827586206896552,2.0,2.0,0.0027440428883723,0.4370168258299227,0.0005873966235791,14.0,0.0026995757809487,0.4137931034482758,1.0,1.0,0.0,0.3885554221688675,0.00050272418521,5.0,0.0009386146048432,0.1724137931034483,1.0,1.0,0.0,0.3369718309859155,0.0003205086400548,2.0,0.000336643662683,0.0689655172413793,0.0,1.0,0.0,0.291836096340319,0.0001741493108189,4.0,0.0007146685724495,0.1034482758620689,1.0,1.0,0.0,0.3571428571428571,0.0003614654944378,4.0,0.0008380473496752,0.1034482758620689,1.0,1.0,3.985125868790155e-05,0.3176805407328353,0.0005584805819448,2.0,0.0004580852038479,0.0689655172413793,1.0,1.0,0.0394296220818117,0.296767537826685,0.0003744858290669,2.0,0.0004926108374384,0.0689655172413793,1.0,1.0,0.0584002912548888,0.289419795221843,0.0004292405023937,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0002904443799012,0.0344827586206896,0.0,1.0,0.0,0.2842639593908629,0.0001760468624078,2.0,0.000581226387678,0.0689655172413793,1.0,1.0,0.0775460250628281,0.3111961057023644,0.0002955593533912,1.0,0.0002520161290322,0.0344827586206896,1.0,0.0,0.0,0.2635475273911756,0.0002908422773885,1.0,0.0004164931278633,0.0344827586206896,1.0,0.0,0.0,0.2641590737730867,0.0003867820195263
S533V,143.0,0.0627468187801667,1.0,0.0,9.0,0.0,0.3394560226068527,0.0006365003100437,156.0,0.0575858250276854,0.9655172413793104,0.0,9.0,0.0,0.3391547327977646,0.0007635498323612,153.0,0.0564159292035398,0.9655172413793104,0.0,9.0,0.0,0.3405693950177936,0.000929585225738,132.0,0.0599455040871934,0.9655172413793104,0.0,9.0,0.0,0.3441534489118406,0.0008622659614618,100.0,0.0662251655629139,0.9655172413793104,0.0,9.0,0.0002298798421521,0.3446997776130467,0.000735297270749,106.0,0.0518844836025452,0.9655172413793104,0.0,8.0,0.0,0.3497845671758715,0.0009220271240192,89.0,0.0426858513189448,0.8620689655172413,0.0,7.0,0.0,0.3488278092158448,0.0009270747222103,79.0,0.0543328748280605,0.8275862068965517,0.0,8.0,0.0014376833325858,0.3560033585222502,0.0007923623139546,100.0,0.0736919675755342,0.896551724137931,0.0,7.0,0.0002091918406539,0.3614190687361419,0.0009452565495479,146.0,0.0886998784933171,1.0,0.0,8.0,0.0,0.3736316039980961,0.0013440690508703,135.0,0.0797872340425532,1.0,0.0,8.0,0.0,0.358653431160984,0.0012864085314434,123.0,0.0668478260869565,1.0,0.0,7.0,0.0002282607526961,0.3348281016442451,0.0010424372634611,139.0,0.0546383647798742,0.9655172413793104,0.0,6.0,0.0,0.3337061894108874,0.0010863293958913,132.0,0.0500758725341426,0.896551724137931,0.0,6.0,0.0,0.3477921062915201,0.0010304397369904,80.0,0.0626468285043069,0.4827586206896552,0.0,6.0,0.0,0.3542542558239348,0.0011234870750994
S488V,9.0,0.0545454545454545,0.2758620689655172,4.0,0.0,0.0034027332076084,0.3536989326463011,0.0004020213929902,6.0,0.0402684563758389,0.1724137931034483,3.0,0.0,0.0003237140404884,0.337269885376867,0.0004072708806042,1.0,0.008130081300813,0.0344827586206896,1.0,0.0,0.0,0.2879061371841155,0.0002222895381936,2.0,0.017094017094017,0.0689655172413793,2.0,0.0,0.0003825817725785,0.2893023255813953,0.0003333141239621,2.0,0.0208333333333333,0.0689655172413793,2.0,0.0,0.000398496827616,0.27336860670194,0.0003436499745777,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0149253731343283,0.0344827586206896,1.0,0.0,0.0,0.2012593283582089,0.0003027567260035,1.0,0.0144927536231884,0.0344827586206896,1.0,0.0,0.0,0.2532855436081243,0.0003497319193382,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0217391304347826,0.0344827586206896,2.0,0.0,0.0010847536574064,0.2831345826235094,0.0005052906370286,2.0,0.0135135135135135,0.0344827586206896,2.0,0.0,0.0002703895887953,0.2815839094908862,0.0004153077471022,1.0,0.0060240963855421,0.0344827586206896,1.0,0.0,0.0,0.2612375948628138,0.0002629354784707,1.0,0.0042372881355932,0.0344827586206896,1.0,0.0,0.0,0.2539229671897289,0.0002662956528228,0.0,0.0,0.0,0.0,0.0,,,
S755V,22.0,0.3142857142857143,0.4137931034482758,0.0,3.0,0.0,0.3321811268579329,0.0002281959046897,27.0,0.380281690140845,0.5172413793103449,0.0,2.0,0.0,0.3310603477667916,0.0002564326337499,34.0,0.3695652173913043,0.6896551724137931,0.0,1.0,0.0,0.3316008316008316,0.0003245486046125,42.0,0.3255813953488372,0.7931034482758621,0.0,1.0,0.0,0.3345285048404446,0.0003783482687355,48.0,0.3555555555555555,0.896551724137931,0.0,2.0,0.0,0.3342918763479511,0.0004287486408824,29.0,0.25,0.5517241379310345,0.0,2.0,0.0,0.3451874758407421,0.0003678068922458,6.0,0.0869565217391304,0.1379310344827586,0.0,2.0,0.0,0.3355365474339036,0.0002237266621594,6.0,0.1428571428571428,0.1724137931034483,0.0,1.0,0.0,0.2906100068540096,0.0002254389999047,39.0,0.3421052631578947,0.4827586206896552,0.0,2.0,0.0,0.3579270970575318,0.0004728208150803,110.0,0.4782608695652174,0.896551724137931,0.0,4.0,0.0,0.3625866050808314,0.0010261743829393,115.0,0.4259259259259259,0.9655172413793104,0.0,5.0,0.0001615350130291,0.355584082156611,0.0010941005376507,104.0,0.3549488054607508,0.9655172413793104,0.0,4.0,0.0,0.3325909428359317,0.0008880209048115,117.0,0.4134275618374558,0.9655172413793104,0.0,4.0,0.0,0.3322197475872309,0.0009068448443992,104.0,0.4046692607003891,0.9655172413793104,0.0,3.0,0.0,0.3453628249902988,0.000822327568547,60.0,0.4225352112676056,0.5517241379310345,0.0,3.0,0.0,0.352331573295718,0.0008732579153342
S890V,230.0,0.1341107871720116,0.9655172413793104,0.0,7.0,0.0,0.3384994716449454,0.0009197667354279,198.0,0.1290743155149935,0.9655172413793104,1.0,7.0,0.0059513530025267,0.4356213548676536,0.0009548678657078,146.0,0.1203627370156636,0.9655172413793104,1.0,6.0,0.0,0.3874493927125506,0.0009580475309311,140.0,0.1149425287356321,1.0,0.0,6.0,0.0,0.3431408606105185,0.0008965204298321,136.0,0.1073401736385161,1.0,0.0,5.0,0.0,0.3434268833087149,0.0009308931540788,125.0,0.1116071428571428,1.0,0.0,6.0,0.0,0.3511600471883602,0.001054740040031,109.0,0.0714285714285714,0.9655172413793104,0.0,6.0,0.0,0.348546042003231,0.0010909766078063,106.0,0.0644768856447688,0.9655172413793104,0.0,6.0,0.000134088825392,0.3557046979865771,0.0009951323591213,99.0,0.1016427104722792,0.9310344827586208,0.0,6.0,0.0007941438766172,0.3633526526972804,0.0009216510356522,118.0,0.1601085481682496,0.9310344827586208,0.0,6.0,0.0,0.3725676317038443,0.0011084898691215,105.0,0.1548672566371681,0.9655172413793104,0.0,7.0,0.0,0.3583441138421733,0.0010318675978143,114.0,0.1215351812366737,0.9655172413793104,0.0,7.0,0.0,0.35,0.0009710086430559,123.0,0.1124314442413162,0.9655172413793104,0.0,7.0,0.0,0.3504306969459671,0.0009599276647898,113.0,0.1269662921348314,0.896551724137931,0.0,7.0,0.0036848396980985,0.349705304518664,0.0008898009538224,60.0,0.1685393258426966,0.4827586206896552,0.0,4.0,0.0,0.3529701443392989,0.0008777847807242
S623V,167.0,0.4854651162790697,0.7931034482758621,0.0,1.0,0.0,0.329222336416581,0.0007016988613459,160.0,0.5144694533762058,0.6551724137931034,0.0,1.0,0.0,0.3290410030498136,0.0007590198126205,96.0,0.4266666666666667,0.4482758620689655,0.0,1.0,0.0,0.3316008316008316,0.000630851224027,47.0,0.3643410852713178,0.2068965517241379,0.0,1.0,0.0,0.3345285048404446,0.0004042707326642,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0128205128205128,0.0344827586206896,0.0,1.0,0.0,0.3254147812971342,0.0001817496857251,1.0,0.0232558139534883,0.0344827586206896,0.0,1.0,0.0,0.3279195668986852,0.000184052034524,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S541V,287.0,0.0539372298440142,1.0,1.0,10.0,0.0047418439347716,0.4626865671641791,0.0011487620695789,244.0,0.0408504938891679,1.0,0.0,10.0,0.0,0.3393918210415938,0.0011109784578208,176.0,0.031095406360424,1.0,0.0,9.0,0.0001490987970115,0.3405693950177936,0.0010461295303171,139.0,0.0277611344118234,1.0,0.0,7.0,0.0,0.3433934486566065,0.0008989426384752,101.0,0.0240361732508329,0.9310344827586208,1.0,8.0,0.0206302504111092,0.3830313014827018,0.0008228346350217,88.0,0.0222053999495331,0.7931034482758621,1.0,7.0,0.0091386747808198,0.3860786856895806,0.0008867060167409,70.0,0.0182719916470895,0.7586206896551724,0.0,5.0,0.0,0.3482647296206618,0.0007691509739424,95.0,0.0199831720656289,0.8620689655172413,0.0,6.0,0.0001204558804572,0.355108877721943,0.0008982796452058,112.0,0.0231644260599793,0.896551724137931,0.0,6.0,0.0002091918406539,0.3610988037217545,0.0010145121181957,107.0,0.0262963873187515,0.896551724137931,0.0,5.0,0.0,0.3690644099670898,0.0010199345724163,126.0,0.0278145695364238,0.8620689655172413,0.0,6.0,0.0,0.3558886509635974,0.0011961716330218,119.0,0.0244303017860808,0.9310344827586208,0.0,6.0,0.0,0.3345780433159074,0.0010102485171514,82.0,0.0196219191194065,0.9310344827586208,0.0,6.0,0.0,0.3337061894108874,0.0007029767414868,108.0,0.0260240963855421,0.9310344827586208,0.0,6.0,0.0,0.3477921062915201,0.0008645027893282,87.0,0.034373765310154,0.5517241379310345,0.0,6.0,0.0003744560104805,0.3542542558239348,0.0011919396156289
S338V,12.0,0.0232558139534883,0.3103448275862069,5.0,0.0,0.0041313241155922,0.3579143389199255,0.0004800845665996,8.0,0.0208333333333333,0.2413793103448276,3.0,0.0,0.0,0.3193028609010194,0.0005035550697602,7.0,0.023728813559322,0.2068965517241379,3.0,0.0,0.0,0.3103112840466926,0.0006464364046483,2.0,0.0155038759689922,0.0689655172413793,2.0,0.0,0.0001776683355515,0.2754650132860939,0.0003386252629312,1.0,0.0161290322580645,0.0344827586206896,1.0,0.0,0.0,0.2619718309859155,0.0002559468252475,1.0,0.025,0.0344827586206896,1.0,0.0,0.0,0.2610347851505408,0.000282074190575,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S273V,3.0,0.0612244897959183,0.0689655172413793,2.0,0.0,0.0,0.2895450436878578,0.0002435138666917,1.0,0.0222222222222222,0.0344827586206896,1.0,0.0,0.0,0.2768748217850014,0.0001990571364321,3.0,0.0681818181818181,0.1034482758620689,3.0,0.0,0.0011963518876908,0.3028481012658228,0.0003666255516458,3.0,0.09375,0.1034482758620689,3.0,0.0,0.0009882614761274,0.2871652816251154,0.0004307665897011,2.0,0.0909090909090909,0.0689655172413793,2.0,0.0,0.0003328609411077,0.2809667673716012,0.0003514558447178,3.0,0.0833333333333333,0.1034482758620689,3.0,0.0,0.0024978042102337,0.2894651539708265,0.0004854437611294,3.0,0.0638297872340425,0.1034482758620689,2.0,0.0,0.0,0.2844429795649308,0.0005116777532395,2.0,0.0327868852459016,0.0689655172413793,2.0,0.0,0.0008296869868545,0.2813536828135368,0.0004459882902936,1.0,0.0181818181818181,0.0344827586206896,1.0,0.0,0.0,0.2676518883415435,0.0003331299111454,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.15,0.1034482758620689,3.0,0.0,0.0031791520312885,0.292296869504045,0.0006634231726146,5.0,0.0909090909090909,0.1724137931034483,4.0,0.0,0.0049200854955216,0.2986666666666667,0.0007776322237623,4.0,0.0526315789473684,0.1379310344827586,3.0,0.0,0.0021671914628124,0.287966537966538,0.0005380104830787,2.0,0.0425531914893617,0.0689655172413793,2.0,0.0,0.0005491113081025,0.2917076368403802,0.000351677359591,0.0,0.0,0.0,0.0,0.0,,,
S627V,89.0,0.1057007125890736,0.8275862068965517,0.0,7.0,0.0,0.3384994716449454,0.000455192611849,112.0,0.1059602649006622,0.8275862068965517,0.0,7.0,0.0,0.3382096830372692,0.0005944459910615,133.0,0.0767898383371824,0.8275862068965517,0.0,8.0,0.0001222227366377,0.3403271692745377,0.0008290782537975,162.0,0.074792243767313,0.9310344827586208,0.0,8.0,0.0007356004491518,0.3438997419830446,0.0010144646919467,158.0,0.085916258836324,0.896551724137931,0.0,8.0,0.0001823775599769,0.3444444444444444,0.0010549100748722,137.0,0.0690872415532022,0.896551724137931,0.0,7.0,0.0,0.3514364423455332,0.0011327276148618,87.0,0.0494599204093234,0.8620689655172413,0.0,6.0,0.0,0.3482647296206618,0.0009024058091083,81.0,0.0546927751519243,0.8275862068965517,0.0,6.0,0.0004768356955576,0.355108877721943,0.0007924978798131,44.0,0.064516129032258,0.4827586206896552,0.0,5.0,0.0002833604025515,0.3591890700749229,0.0005077453625793,1.0,0.0333333333333333,0.0344827586206896,0.0,1.0,0.0,0.3573054164770141,0.0001983226753625,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.1111111111111111,0.0344827586206896,0.0,1.0,0.0,0.3375047402351157,0.0001745588794982,1.0,0.1,0.0344827586206896,0.0,1.0,0.0,0.3442355760304166,0.000202537210975
